caption,url,Italian,helsinki_translation,madlad_translation,phi_translation,dataset_similarity,similarity_gold,similarity_helsinki,similarity_madlad,similarity_phi
Helle Frederiksen leads the run in Texas,https://coloradotriathlete.com/wp-content/uploads/2015/04/Helle-Frederiksen-leading-the-run-in-Texas.-300x225.jpg,Helle Frederiksen guida la corsa in Texas,Helle Frederiksen guida la corsa in Texas,Helle Frederiksen è in testa in Texas,Helle Frederiksen guida la corsa in Texas,0.3489150106906891,0.5212258696556091,0.5212258696556091,0.39114850759506226,0.5212258696556091
germany berlin checkpoint charlie fish eye,https://mh-1-bildagentur.panthermedia.net/media/previews/0021000000/21165000/21165429_preview.jpg,Germania Berlino Checkpoint Charlie foto fish-eye,germania checkpoint berlin charlie fish eye,"Checkpoint Charlie, Berlino, Germania","""German Berlin Checkpoint Charlie fish-eye view""",0.3609486520290375,0.49825161695480347,0.4564515948295593,0.42738473415374756,0.4732045531272888
Lions And Tigers And Bears Carry-all Pouch,https://render.fineartamerica.com/images/rendered/small/flat/pouch/images/artworkimages/medium/1/lions-and-tigers-and-bears-mary-mcinnis.jpg?transparent=0&targetx=0&targety=-25&imagewidth=777&imageheight=520&modelwidth=777&modelheight=474&backgroundcolor=D6453E&orientation=0&producttype=pouch-regularbottom-medium&imageid=3987015,"Borsa con leone, tigri e orsi",Leoni e tigri e orsi Portare-tutto Pouch,Lions And Tigers And Bears Maglietta per bambino,"'Porzellanoso con scatole per l'acqua per animali di preda - Lions, Tigers, Bears'",0.33643653988838196,0.41565582156181335,0.4906655550003052,0.3922727108001709,0.41931742429733276
Advanced Primary Maths 3 Australian Curriculum Edition,https://storage.googleapis.com/circlesoft/document/photos/002/915/740/large_9780190310714.jpg?1607651031,Matematica primaria avanzata 3 Curriculum Edizione Australiana,Advanced Primary Maths 3 Australian Curriculum Edition,Matematica primaria avanzata 3 edizione australiana del curriculum,Advanced Primary Maths 3 Australian Curriculum Edition,0.3712656497955322,0.48342716693878174,0.39500880241394043,0.46931371092796326,0.39500880241394043
"Armor of God, : Armor of God and Long Sword Coloring Page",http://www.coloringsun.com/wp-content/uploads/2014/09/Armor-of-God-and-Long-Sword-Coloring-Page.jpg,L'armatura di Dio e lunga spada (pagina da colorare),"Armor of God, : Armor of God and Long Sword Coloring Page","Armor of God, : Armor of God and Long Sword Pagina da colorare","Armor of God, Coloring Page",0.3711289167404175,0.5303130745887756,0.4549844264984131,0.5210736989974976,0.38775721192359924
Delicious Biscuit Cake With Berries On Cake Stand,https://static1.bigstockphoto.com/thumbs/4/5/1/large2/154683350.jpg,Deliziosa torta di biscotti con frutti di bosco su alzata per dolci,Deliziosa Biscuit Cake con bacche su Cake Stand,Deliziosa torta di biscotti con bacche sul supporto della torta,Delizioso Desserto di Biscotti con Frutti di Bosco Sul Tavolo,0.3365837633609772,0.5047263503074646,0.547746479511261,0.5139433145523071,0.40493449568748474
Cheers! Personalized wedding Favor Tag Romantic Style,https://cdn.shopify.com/s/files/1/2597/9910/products/cheers-3_1050x.jpg?v=1592517756,Saluti! Etichetta bomboniera per matrimonio personalizzata in stile romantico,Salute! Personalizzato Favor Tag di nozze stile romantico,Saluti! Personalizzato matrimonio Favor Tag stile romantico,'Cheers! Personalized wedding Favor Tag Romantic Style',0.3564818799495697,0.5751651525497437,0.6469995975494385,0.6217310428619385,0.6150298714637756
Minds and Bodies : An Introduction with Readings - eBook,https://tmg.dmmserver.com/media/140/97811356/9781135640552.jpg,Menti e corpi: Un'introduzione con letture - eBook,Mente e corpi: Introduzione con letture - eBook,Menti e Corpi: Un'Introduzione con letture - eBook,Menti e corpi: Un'introduzione con letture - eBook,0.3800678551197052,0.33438146114349365,0.3220599293708801,0.33438146114349365,0.33438146114349365
Table decorations for Blush and dusty blue wedding,https://www.colorsbridesmaid.com/media/wysiwyg/blog/b283/b283_table_decorations_for_%20blush_and_dusty_blue_wedding_4.jpg,Decorazioni per tavoli da matrimonio in blush e blu polvere,Decorazioni da tavolo per matrimonio Blush e blu polveroso,Decorazioni da tavola per Blush e polveroso matrimonio blu,Decorazioni del tavolo per il matrimonio di Blush e di pasticcio azzurro,0.3346335291862488,0.632488489151001,0.6425750851631165,0.602614164352417,0.6241966485977173
"Teacher Quotes, teaching without inspiration",https://cdn.quotesgram.com/small/63/20/1453202363-Teacher-Who-Is-Not-Inspiring-Pupil-Quote-PQ-0104-2012-TN.jpg,Citazioni per insegnanti: insegnare senza ispirazione,"Citazioni degli insegnanti, insegnamento senza ispirazione","Citazioni di insegnanti, insegnamento senza ispirazione","""L'insegnante che cerca di insegnare senza ispirare il pupillo con un desiderio di imparare è ammarezzando su ferro caldo."" - Horace Mann",0.3016302287578583,0.601203203201294,0.6110246777534485,0.5852940678596497,0.25098878145217896
Beautiful bride with wedding flowers bou,"https://static.wixstatic.com/media/6c77dc_6bb6e58a61484aa9bb728ac793ef131a~mv2.jpg/v1/fill/w_749,h_500,al_c,q_90/6c77dc_6bb6e58a61484aa9bb728ac793ef131a~mv2.jpg",Bella sposa con bouquet di fiori da matrimonio,Bella sposa con fiori di nozze bou,Bella sposa con i fiori di nozze bou,Bellezza della sposa con bouquet di fiori di matrimonio,0.3197256624698639,0.5940861701965332,0.5923789739608765,0.5970700979232788,0.637529194355011
Iron Maiden: Legacy of the Beast - Night City,https://readcomicmanga.com/upload/download_comic/cover/i/Iron-Maiden-Legacy-of-the-Beast-Night-City.jpg,Iron Maiden: Legacy of the Beast - Città Notturna,Iron Maiden: L'eredità della Bestia - Città della Notte,Iron Maiden: Legacy of the Beast - Nuova immagine,Iron Maiden: Legacy of the Beast - Night City,0.3378620743751526,0.4409518837928772,0.5289538502693176,0.5990627408027649,0.605286180973053
happy mothers day greeting card a beautiful vector image,https://cdn.vectorstock.com/i/thumbs/14/64/happy-mothers-day-greeting-card-a-beautiful-vector-19971464.jpg,"Felice festa della mamma (cartolina di auguri, bella immagine vettoriale)",happy mothers day greeting card una bella immagine vettoriale,#30000000 - felice biglietto di auguri per la festa delle madri una bella immagine vettoriale,"""Grazie di Matera""",0.3611224293708801,0.5420801043510437,0.497531533241272,0.5461845397949219,0.2331087738275528
woman in white wedding gown facing the mirror,https://images.unsplash.com/photo-1558888522-a0172835ccd7?ixlib=rb-1.2.1&ixid=eyJhcHBfaWQiOjEyMDd9&w=1000&q=80,Donna in abito da sposa bianco di fronte allo specchio,donna in abito da sposa bianco di fronte allo specchio,#30000000 - donna in abito da sposa bianco di fronte allo specchio,"""Donna in abito da sposa bianco che guarda nel mirror""",0.3065454661846161,0.6519925594329834,0.6519925594329834,0.6273447275161743,0.6053480505943298
Iphigenia in Thrakien am Teatro de la Zarzuela in Madrid,https://www.brioclasica.es/wp-content/uploads/2016/12/Iphigenia_en_Tracia.jpg,Ifigenia in Tracia al Teatro de la Zarzuela di Madrid,Iphigenia in Trakien am Teatro de la Zarzuela a Madrid,Ifigenia in Thrakien al Teatro de la Zarzuela di Madrid,Iphigenia in Thrakien al Teatro de la Zarzuela a Madrid.,0.3041260838508606,0.4884716272354126,0.6224830746650696,0.5349271893501282,0.6161805391311646
Cover for The Oxford Handbook of Transcendentalism,https://fdslive.oup.com/covers/uk/180-180-72-jpg-RGB-85/9780195331035.jpg,"Copertina per ""The Oxford Handbook of Transcendentalism""",Copertina del manuale di Oxford sul trascendentalismo,Copertina per Il manuale di Oxford di trascendentalismo,Cover for The Oxford Handbook of Transcendentalism,0.3803842067718506,0.44373390078544617,0.4726821482181549,0.48518091440200806,0.4275219738483429
Calvin Klein slim fit 4-pocket sateen pants,https://img.shopstyle-cdn.com/pim/5c/60/5c60655d64f67c88dfb0e85a67d84657_xlarge.jpg,Pantaloni slim fit a 4 tasche in satin Calvin Klein,Calvin Klein slim fit 4 tasche sateen pantaloni,Calvin Klein Pantaloni slim fit a 4 tasche in raso,Calvin Klein slip-on sateen pants con cucchiaio a 4 mani,0.320341020822525,0.6015012264251709,0.5981794595718384,0.6009809970855713,0.4276030361652374
Glass with light beer isolated on the white,https://thumb1.shutterstock.com/image-photo/stock-photo-glass-with-light-beer-isolated-on-the-white-450w-125434010.jpg,Bicchiere con birra chiara isolato su sfondo bianco,Vetro con birra leggera isolata sul bianco,#30000000 - Vetro con birra leggera isolato sul bianco,Vase con birra leggera isolata sul bianco,0.36418959498405457,0.6940047144889832,0.7164684534072876,0.6897902488708496,0.6926342844963074
Rubio's radical denial of climate change,"https://media-cldnry.s-nbcnews.com/image/upload/t_video_250x168,f_auto,q_auto:best/MSNBC/Components/Video/__NEW/n_ed_1ru_140514.jpg",Il rifiuto radicale di Rubio del cambiamento climatico,La radicale negazione del cambiamento climatico da parte di Rubio,La negazione radicale del cambiamento climatico da parte di Rubio,"'Denialismo climatico di Rubio, estremo'",0.3273124694824219,0.35426652431488037,0.3938520550727844,0.3691045343875885,0.21404345333576202
Road of  the Dead Sea Stock Footage,https://images.pond5.com/road-dead-sea-footage-010939691_iconm.jpeg,Filmato stock della strada del Mar Morto,Road of the Dead Sea Stock Footage,Strada del Mar Morto Stock Footage,"""Strada sul lago di morte Stock Footage""",0.33668893575668335,0.7221876978874207,0.5089712142944336,0.6104817390441895,0.5687631964683533
Black Pearl Pirates Stainless Steel Skull Ring,https://cdn.shopify.com/s/files/1/0262/1423/6212/products/gthic-ring-silver-10-black-pearl-pirates-stainless-steel-skull-ring-13903190130740_800x.jpg?v=1592131996,Anello con teschio in acciaio inossidabile dei Pirati della Perla Nera,Black Pearl Pirati acciaio inossidabile anello del cranio,Anello in acciaio inossidabile con teschio pirati della perla nera,"""Ring in stainless steel con forma di cranio nero""",0.3638607859611511,0.575334906578064,0.580046534538269,0.5571152567863464,0.49134561419487
A black dog snuggles with a tabby kitten.,https://www.volvethosp.com/blog/wp-content/uploads/2021/02/Volunteer_iStock-1284834234.jpg,Un cane nero si coccola con un gattino tigrato,Un cane nero si coccola con un gattino tabby.,Un cane nero si coccola con un gattino tabby.,Un cane nero accarezza con un gatto mattese.,0.3375117778778076,0.6498429775238037,0.6290088891983032,0.6290088891983032,0.5384743213653564
"Family Forest, Tree, Car, Sun &  Birds Wall Sticker!",https://cdn.shopify.com/s/files/1/2478/5554/products/product-image-432614868_1200x.jpg?v=1515490384,"Foresta familiare, albero, auto, sole e uccelli (adesivo da parete)","Family Forest, Tree, Car, Sun & Birds Wall Sticker!","Famiglia foresta, albero, auto, sole e uccelli adesivo da parete!","""Foresta di Famiglia, Albero, Carro, Sole & Pipistrelli""",0.32305625081062317,0.48564088344573975,0.48000818490982056,0.4981120526790619,0.4671647250652313
Win Tickets to Jesus Christ Superstar!!!,http://kens-download.edgesuite.net/video/10682690/10682690_Thumb.jpg?quality=80&auto=webp&height=148&width=198&fit=crop&crop=198%2C148,Vinci i biglietti per Jesus Christ Superstar!!!,Vinci i biglietti per Gesù Cristo Superstar!!!,Vinci i biglietti per Jesus Christ Superstar!!!,Vincere biglietti a Jesus Christ Superstar!!,0.33151763677597046,0.4482930302619934,0.4178065061569214,0.4482930302619934,0.4318124055862427
Oil barrels imposed over a line graph,https://www.burkeoil.com/hs-fs/hub/22817/file-1809815975-jpg/shutterstock_77389978.jpg?t=1532866984893&amp;width=218&amp;name=shutterstock_77389978.jpg,Barili di petrolio imposti su un grafico a linee,Botte d'olio imposte su un grafico a linea,Barili di petrolio imposti su un grafico a linee,Barriochi di petrolio posti sopra a una linea grafica,0.3057776391506195,0.6227007508277893,0.5377224087715149,0.6227007508277893,0.5197479128837585
Pastoral Counseling For Orphans And Vulnerable Children,http://books.google.com/books/content?id=8qZaDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Consulenza pastorale per orfani e bambini vulnerabili,Consulenza pastorale per orfani e bambini vulnerabili,Consulenza pastorale per orfani e bambini vulnerabili,Translation of the caption: 'Pastoral Counseling for Orphans and Vulnerable Children',0.3351593315601349,0.6358942985534668,0.6358942985534668,0.6358942985534668,0.5895240306854248
a woman standing in front of a window,https://d113wk4ga3f0l0.cloudfront.net/c?o=eJw1jcsOgyAURP-FtcGLYpXu-hfdGQpXpWghPGKapv9e-prNZJI5Mw8SXQ4KR4t3ciSi5gNr-rZugA3AgbOeCQ41fDTCuT3xjh3o1c-k-qOXrCymQiu30dXMS4rJKUvNJmeMNPvVSR2pD05nlYy7FfR7N3XT1IoSd6PTQo6DgIos-J74hYSbX2XCUt6LhU0GixoYeb4Ad3k6NQ==&amp;s=2d83e2fb61d79b4e62bbdcbaa440e7b747a2f9e1,Una donna in piedi davanti a una finestra,una donna in piedi davanti a una finestra,Una donna in piedi davanti a una finestra,Una donna seduta di fronte alla finestra,0.3134802579879761,0.5974484086036682,0.5974484086036682,0.5974484086036682,0.6302782893180847
Personalised Star Children's Birthday Cake Topper,https://cdn2.shopify.com/s/files/1/1045/0086/products/il_fullxfull.951944988_8svl_large.jpeg?v=1526460554,Topper personalizzato a stella per torta di compleanno per bambini,Torta di compleanno dei bambini della stella personalizzata Topper,Personalizzato Star Cake Topper di compleanno per bambini,Personalizzatore albero di natale per bambini,0.3007497787475586,0.42296963930130005,0.4338706135749817,0.5124643445014954,0.12880781292915344
The Protein Works referral code offer,https://web-tips.co.uk/wp-content/uploads/2018/04/theproteinworks-refer-a-friend-code-go-protein-works.jpg,Offerta codice di riferimento The Protein Works,Offerta del codice di riferimento di Protein Works,L'offerta del codice di riferimento Protein Works,L'offerta di codice di referenza di Protein Works,0.31633707880973816,0.3651526868343353,0.43587297201156616,0.4602353572845459,0.47990715503692627
Palermo Cathedral photomerge Editorial Photography,https://thumbs.dreamstime.com/x/palermo-cathedral-photomerge-27404347.jpg,Cattedrale di Palermo (fotomontaggio editoriale),Fotografia Editoriale della Cattedrale di Palermo,Palermo Cathedral photomerge Fotografia Editoriale,"La Cattedrale di Palermo, un'immagine di fotografia editoriale.



<|user",0.3213210105895996,0.5367816090583801,0.4773021936416626,0.5024430751800537,0.582101583480835
Together We Make A Family Vinyl Wall Decal Sticker,https://img1.etsystatic.com/060/1/9060756/il_340x270.686675455_fcze.jpg,Insieme creiamo una famiglia (adesivo da parete in vinile),Insieme creiamo un adesivo per decorazione a parete in vinile di famiglia,Insieme facciamo un adesivo di decalcomania della parete del vinile di famiglia,Insieme Facciamo Una Famiglia Vinil Deco Sticker,0.4195493161678314,0.6854901909828186,0.6677776575088501,0.6329739093780518,0.6107131838798523
